signal_id,ticker,ts,station,valid_date,lead_day,yes_won,n_members,member_mean_f,member_sigma_f,original_p_yes,raw_member_p_yes,calibrated_p_yes,calibrated_variant,original_brier,raw_member_brier,calibrated_brier
62937,KXHIGHMIA-26MAY15-B91.5,2026-05-15 22:10:38.228210+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.0,0.07388266585905257,"bias=+2.0,spread=1.00",0.0010819236072070182,0.0,0.005458648314440411
62938,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:10:38.818770+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.0010819236072070173,0.11566904583988251,0.10023905714785719
62945,KXHIGHCHI-26MAY15-B71.5,2026-05-15 22:10:43.186552+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878205,0.12690355329949238,0.1604354185530365,"bias=+2.0,spread=1.00",0.00026177324863044515,0.016104511840037104,0.02573952352628801
62946,KXHIGHCHI-26MAY15-T71,2026-05-15 22:10:43.799668+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687829,0.38071065989847713,0.1437674890108932,"bias=+2.0,spread=1.00",0.00026177324863044797,0.14494060656033392,0.020669090896497298
62947,KXHIGHCHI-26MAY15-T78,2026-05-15 22:10:44.424622+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.09318063045584657,0.025380710659898477,0.12688653334932143,"bias=+2.0,spread=1.00",0.008682629892149041,0.0006441804736014841,0.016100192345408458
62948,KXHIGHCHI-26MAY15-B77.5,2026-05-15 22:10:45.017829+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.1988247741804184,0.14720812182741116,0.15069592110024344,"bias=+2.0,spread=1.00",0.039531290827894375,0.02167023113195393,0.022709260636250794
62949,KXHIGHCHI-26MAY15-B75.5,2026-05-15 22:10:45.588762+00:00,KMDW,2026-05-15,0,1,197,72.85905513240603,3.6284839874793415,0.5959995530566277,0.17258883248730963,0.20692492382143268,"bias=+2.0,spread=1.00",0.1632163611304446,0.6846092401247134,0.6289680764556403
62950,KXHIGHCHI-26MAY15-B73.5,2026-05-15 22:10:46.202099+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878267,0.14720812182741116,0.21128971416507275,"bias=+2.0,spread=1.00",0.00026177324863044715,0.02167023113195393,0.04464334331195814
62951,KXHIGHNY-26MAY15-T65,2026-05-15 22:15:56.953732+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.05458783470282002,0.4365482233502538,0.20173892840011787,"bias=+2.0,spread=1.00",0.0029798316975424015,0.19057435131026307,0.04069859523202788
62959,KXHIGHNY-26MAY15-B71.5,2026-05-15 22:16:02.233935+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.08700421184630458,0.030456852791878174,0.09009853250497057,"bias=+2.0,spread=1.00",0.007569732878996646,0.0009276198819861373,0.00811774555954924
62960,KXHIGHNY-26MAY15-T72,2026-05-15 22:16:02.851686+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.07919816566554128,0.0,0.03504242552264181,"bias=+2.0,spread=1.00",0.006272349444786521,0.0,0.001227971586509898
62961,KXHIGHNY-26MAY15-B69.5,2026-05-15 22:16:03.496964+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.13898721807401748,0.1065989847715736,0.18764532729428451,"bias=+2.0,spread=1.00",0.019317446787954492,0.01136334355433018,0.03521076885537916
62962,KXHIGHNY-26MAY15-B67.5,2026-05-15 22:16:04.113553+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.271577270077982,0.233502538071066,0.25617452315693756,"bias=+2.0,spread=1.00",0.07375421362300917,0.054523435285629626,0.06562538631468434
62963,KXHIGHNY-26MAY15-B65.5,2026-05-15 22:16:04.722216+00:00,KNYC,2026-05-15,0,1,197,65.5251016157896,3.0225315063569544,0.4813979587345837,0.19289340101522842,0.22930026312104768,"bias=+2.0,spread=1.00",0.2689480772046566,0.6514210621247648,0.5939780844252863
62969,KXHIGHMIA-26MAY15-B85.5,2026-05-15 22:16:08.470858+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.2639593908629442,0.2518148689050712,"bias=+2.0,spread=1.00",0.0010819236072070173,0.06967456002473654,0.0634107282016782
62970,KXHIGHMIA-26MAY15-B89.5,2026-05-15 22:16:09.060987+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.050761421319796954,0.21045027636323732,"bias=+2.0,spread=1.00",0.0010819236072070173,0.0025767218944059366,0.044289318821362965
62971,KXHIGHMIA-26MAY15-B91.5,2026-05-15 22:16:09.647670+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.0,0.07388266585905257,"bias=+2.0,spread=1.00",0.0010819236072070182,0.0,0.005458648314440411
62972,KXHIGHMIA-26MAY15-T92,2026-05-15 22:16:10.215913+00:00,KMIA,2026-05-15,0,1,197,85.71851437331456,2.4356554351377815,0.84,0.0,0.015063970851876274,"bias=+2.0,spread=1.00",0.02560000000000001,1.0,0.9700989815140736
62973,KXHIGHMIA-26MAY15-T85,2026-05-15 22:16:10.827278+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.34517766497461927,0.13218269509379726,"bias=+2.0,spread=1.00",0.0010819236072070173,0.1191476203973305,0.017472264882259777
62974,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:16:11.419539+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166039,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.001081923607207017,0.11566904583988251,0.10023905714785719
62981,KXHIGHCHI-26MAY15-T78,2026-05-15 22:16:15.861941+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.09318037005906238,0.025380710659898477,0.12688653334932143,"bias=+2.0,spread=1.00",0.008682581364343809,0.0006441804736014841,0.016100192345408458
62982,KXHIGHCHI-26MAY15-T71,2026-05-15 22:16:16.460768+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687828,0.38071065989847713,0.1437674890108932,"bias=+2.0,spread=1.00",0.00026177324863044764,0.14494060656033392,0.020669090896497298
62983,KXHIGHCHI-26MAY15-B77.5,2026-05-15 22:16:17.055425+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.19943505307390094,0.14720812182741116,0.15069592110024344,"bias=+2.0,spread=1.00",0.039774340394589686,0.02167023113195393,0.022709260636250794
62984,KXHIGHCHI-26MAY15-B75.5,2026-05-15 22:16:17.608981+00:00,KMDW,2026-05-15,0,1,197,72.85905513240603,3.6284839874793415,0.5953895345599294,0.17258883248730963,0.20692492382143268,"bias=+2.0,spread=1.00",0.16370962874363057,0.6846092401247134,0.6289680764556403
62985,KXHIGHCHI-26MAY15-B71.5,2026-05-15 22:16:18.212767+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878285,0.12690355329949238,0.1604354185530365,"bias=+2.0,spread=1.00",0.00026177324863044775,0.016104511840037104,0.02573952352628801
62986,KXHIGHCHI-26MAY15-B73.5,2026-05-15 22:16:18.811164+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687829,0.14720812182741116,0.21128971416507275,"bias=+2.0,spread=1.00",0.00026177324863044797,0.02167023113195393,0.04464334331195814
62988,KXHIGHNY-26MAY15-B69.5,2026-05-15 22:21:33.278498+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.13889079038853025,0.1065989847715736,0.18764532729428451,"bias=+2.0,spread=1.00",0.01929065165475065,0.01136334355433018,0.03521076885537916
62991,KXHIGHCHI-26MAY15-B73.5,2026-05-15 22:21:35.147137+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878254,0.14720812182741116,0.21128971416507275,"bias=+2.0,spread=1.00",0.0002617732486304467,0.02167023113195393,0.04464334331195814
62998,KXHIGHNY-26MAY15-B71.5,2026-05-15 22:21:39.604464+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.0869608840942716,0.030456852791878174,0.09009853250497057,"bias=+2.0,spread=1.00",0.007562195362457341,0.0009276198819861373,0.00811774555954924
62999,KXHIGHNY-26MAY15-B65.5,2026-05-15 22:21:40.216311+00:00,KNYC,2026-05-15,0,1,197,65.5251016157896,3.0225315063569544,0.4810918918218181,0.19289340101522842,0.22930026312104768,"bias=+2.0,spread=1.00",0.2692656247330597,0.6514210621247648,0.5939780844252863
63000,KXHIGHNY-26MAY15-B67.5,2026-05-15 22:21:40.834303+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.2720584464103544,0.233502538071066,0.25617452315693756,"bias=+2.0,spread=1.00",0.07401579826321569,0.054523435285629626,0.06562538631468434
63001,KXHIGHNY-26MAY15-T72,2026-05-15 22:21:41.491431+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.07916281168345463,0.0,0.03504242552264181,"bias=+2.0,spread=1.00",0.0062667507536301,0.0,0.001227971586509898
63002,KXHIGHNY-26MAY15-T65,2026-05-15 22:21:42.142771+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.05458783470282001,0.4365482233502538,0.20173892840011787,"bias=+2.0,spread=1.00",0.0029798316975424006,0.19057435131026307,0.04069859523202788
63006,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:21:44.729829+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.0010819236072070182,0.11566904583988251,0.10023905714785719
63007,KXHIGHMIA-26MAY15-T85,2026-05-15 22:21:45.373582+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.34517766497461927,0.13218269509379726,"bias=+2.0,spread=1.00",0.0010819236072070173,0.1191476203973305,0.017472264882259777
63008,KXHIGHMIA-26MAY15-B85.5,2026-05-15 22:21:45.994801+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.2639593908629442,0.2518148689050712,"bias=+2.0,spread=1.00",0.0010819236072070182,0.06967456002473654,0.0634107282016782
63009,KXHIGHMIA-26MAY15-B89.5,2026-05-15 22:21:46.628998+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.050761421319796954,0.21045027636323732,"bias=+2.0,spread=1.00",0.0010819236072070182,0.0025767218944059366,0.044289318821362965
63010,KXHIGHMIA-26MAY15-B91.5,2026-05-15 22:21:47.252012+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.0,0.07388266585905257,"bias=+2.0,spread=1.00",0.0010819236072070173,0.0,0.005458648314440411
63011,KXHIGHMIA-26MAY15-T92,2026-05-15 22:21:47.821200+00:00,KMIA,2026-05-15,0,1,197,85.71851437331456,2.4356554351377815,0.84,0.0,0.015063970851876274,"bias=+2.0,spread=1.00",0.02560000000000001,1.0,0.9700989815140736
63018,KXHIGHCHI-26MAY15-T78,2026-05-15 22:21:52.330433+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.0931803401454319,0.025380710659898477,0.12688653334932143,"bias=+2.0,spread=1.00",0.008682575789618388,0.0006441804736014841,0.016100192345408458
63019,KXHIGHCHI-26MAY15-T71,2026-05-15 22:21:53.001625+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687815,0.38071065989847713,0.1437674890108932,"bias=+2.0,spread=1.00",0.00026177324863044336,0.14494060656033392,0.020669090896497298
63020,KXHIGHCHI-26MAY15-B77.5,2026-05-15 22:21:53.614760+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.20004866315952383,0.14720812182741116,0.15069592110024344,"bias=+2.0,spread=1.00",0.04001946763191262,0.02167023113195393,0.022709260636250794
63021,KXHIGHCHI-26MAY15-B71.5,2026-05-15 22:21:54.262771+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878267,0.12690355329949238,0.1604354185530365,"bias=+2.0,spread=1.00",0.00026177324863044715,0.016104511840037104,0.02573952352628801
63022,KXHIGHCHI-26MAY15-B75.5,2026-05-15 22:21:54.871332+00:00,KMDW,2026-05-15,0,1,197,72.85905513240603,3.6284839874793415,0.594775954387937,0.17258883248730963,0.20692492382143268,"bias=+2.0,spread=1.00",0.16420652714220735,0.6846092401247134,0.6289680764556403
63029,KXHIGHNY-26MAY15-B65.5,2026-05-15 22:27:03.797367+00:00,KNYC,2026-05-15,0,1,197,65.5251016157896,3.0225315063569544,0.48079438347535486,0.19289340101522842,0.22930026312104768,"bias=+2.0,spread=1.00",0.2695744722307369,0.6514210621247648,0.5939780844252863
63030,KXHIGHNY-26MAY15-T72,2026-05-15 22:27:04.441025+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.07912848884393142,0.0,0.03504242552264181,"bias=+2.0,spread=1.00",0.00626131774672418,0.0,0.001227971586509898
63031,KXHIGHNY-26MAY15-B71.5,2026-05-15 22:27:05.088339+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.08691882004965501,0.030456852791878174,0.09009853250497057,"bias=+2.0,spread=1.00",0.007554881278824309,0.0009276198819861373,0.00811774555954924
63032,KXHIGHNY-26MAY15-T65,2026-05-15 22:27:05.722306+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.05458783470282001,0.4365482233502538,0.20173892840011787,"bias=+2.0,spread=1.00",0.0029798316975424006,0.19057435131026307,0.04069859523202788
63034,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:27:07.055659+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.0010819236072070182,0.11566904583988251,0.10023905714785719
63035,KXHIGHMIA-26MAY15-T92,2026-05-15 22:27:07.613472+00:00,KMIA,2026-05-15,0,1,197,85.71851437331456,2.4356554351377815,0.84,0.0,0.015063970851876274,"bias=+2.0,spread=1.00",0.02560000000000001,1.0,0.9700989815140736
63036,KXHIGHMIA-26MAY15-T85,2026-05-15 22:27:08.249240+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.34517766497461927,0.13218269509379726,"bias=+2.0,spread=1.00",0.0010819236072070173,0.1191476203973305,0.017472264882259777
63037,KXHIGHMIA-26MAY15-B85.5,2026-05-15 22:27:08.849431+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.2639593908629442,0.2518148689050712,"bias=+2.0,spread=1.00",0.0010819236072070173,0.06967456002473654,0.0634107282016782
63038,KXHIGHMIA-26MAY15-B89.5,2026-05-15 22:27:09.451988+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.050761421319796954,0.21045027636323732,"bias=+2.0,spread=1.00",0.0010819236072070173,0.0025767218944059366,0.044289318821362965
63039,KXHIGHMIA-26MAY15-B91.5,2026-05-15 22:27:10.072882+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.0,0.07388266585905257,"bias=+2.0,spread=1.00",0.0010819236072070182,0.0,0.005458648314440411
63046,KXHIGHCHI-26MAY15-T78,2026-05-15 22:27:14.632036+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.09318053583925201,0.025380710659898477,0.12688653334932143,"bias=+2.0,spread=1.00",0.008682612259290129,0.0006441804736014841,0.016100192345408458
63047,KXHIGHCHI-26MAY15-B71.5,2026-05-15 22:27:15.280808+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687836,0.12690355329949238,0.1604354185530365,"bias=+2.0,spread=1.00",0.0002617732486304502,0.016104511840037104,0.02573952352628801
63048,KXHIGHCHI-26MAY15-B77.5,2026-05-15 22:27:15.877343+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.20064549530281203,0.14720812182741116,0.15069592110024344,"bias=+2.0,spread=1.00",0.040258614785310766,0.02167023113195393,0.022709260636250794
63049,KXHIGHCHI-26MAY15-B75.5,2026-05-15 22:27:16.428979+00:00,KMDW,2026-05-15,0,1,197,72.85905513240603,3.6284839874793415,0.5941789265508286,0.17258883248730963,0.20692492382143268,"bias=+2.0,spread=1.00",0.16469074365543776,0.6846092401247134,0.6289680764556403
63050,KXHIGHCHI-26MAY15-T71,2026-05-15 22:27:17.086133+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878267,0.38071065989847713,0.1437674890108932,"bias=+2.0,spread=1.00",0.00026177324863044715,0.14494060656033392,0.020669090896497298
63052,KXHIGHNY-26MAY15-B69.5,2026-05-15 22:27:18.297584+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.1387971751356163,0.1065989847715736,0.18764532729428451,"bias=+2.0,spread=1.00",0.01926465582562694,0.01136334355433018,0.03521076885537916
63055,KXHIGHCHI-26MAY15-B73.5,2026-05-15 22:27:20.205348+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687821,0.14720812182741116,0.21128971416507275,"bias=+2.0,spread=1.00",0.00026177324863044525,0.02167023113195393,0.04464334331195814
63056,KXHIGHNY-26MAY15-B67.5,2026-05-15 22:27:20.811675+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.27252595689387143,0.233502538071066,0.25617452315693756,"bias=+2.0,spread=1.00",0.07427039718092027,0.054523435285629626,0.06562538631468434
63060,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:32:24.446539+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166041,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.0010819236072070182,0.11566904583988251,0.10023905714785719
63067,KXHIGHNY-26MAY15-T72,2026-05-15 22:32:28.954730+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.07909472913129545,0.0,0.03504242552264181,"bias=+2.0,spread=1.00",0.006255976176352997,0.0,0.001227971586509898
63068,KXHIGHNY-26MAY15-B71.5,2026-05-15 22:32:29.587938+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.08687744614008652,0.030456852791878174,0.09009853250497057,"bias=+2.0,spread=1.00",0.007547690647823634,0.0009276198819861373,0.00811774555954924
63069,KXHIGHNY-26MAY15-T65,2026-05-15 22:32:30.220599+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.05458783470282001,0.4365482233502538,0.20173892840011787,"bias=+2.0,spread=1.00",0.0029798316975424006,0.19057435131026307,0.04069859523202788
63070,KXHIGHNY-26MAY15-B65.5,2026-05-15 22:32:30.822007+00:00,KNYC,2026-05-15,0,1,197,65.5251016157896,3.0225315063569544,0.4805013983972757,0.19289340101522842,0.22930026312104768,"bias=+2.0,spread=1.00",0.2698787970671861,0.6514210621247648,0.5939780844252863
63073,KXHIGHMIA-26MAY15-B89.5,2026-05-15 22:32:32.674719+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.050761421319796954,0.21045027636323732,"bias=+2.0,spread=1.00",0.0010819236072070173,0.0025767218944059366,0.044289318821362965
63074,KXHIGHMIA-26MAY15-T85,2026-05-15 22:32:33.297381+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.34517766497461927,0.13218269509379726,"bias=+2.0,spread=1.00",0.0010819236072070173,0.1191476203973305,0.017472264882259777
63075,KXHIGHMIA-26MAY15-B91.5,2026-05-15 22:32:33.900187+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.0,0.07388266585905257,"bias=+2.0,spread=1.00",0.0010819236072070173,0.0,0.005458648314440411
63076,KXHIGHMIA-26MAY15-T92,2026-05-15 22:32:34.483344+00:00,KMIA,2026-05-15,0,1,197,85.71851437331456,2.4356554351377815,0.84,0.0,0.015063970851876274,"bias=+2.0,spread=1.00",0.02560000000000001,1.0,0.9700989815140736
63077,KXHIGHMIA-26MAY15-B85.5,2026-05-15 22:32:35.108414+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.03289260718166039,0.2639593908629442,0.2518148689050712,"bias=+2.0,spread=1.00",0.001081923607207017,0.06967456002473654,0.0634107282016782
63084,KXHIGHCHI-26MAY15-B77.5,2026-05-15 22:32:39.497394+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.20123361870180018,0.14720812182741116,0.15069592110024344,"bias=+2.0,spread=1.00",0.040494969295821505,0.02167023113195393,0.022709260636250794
63085,KXHIGHCHI-26MAY15-B71.5,2026-05-15 22:32:40.163341+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687818,0.12690355329949238,0.1604354185530365,"bias=+2.0,spread=1.00",0.0002617732486304444,0.016104511840037104,0.02573952352628801
63086,KXHIGHCHI-26MAY15-T78,2026-05-15 22:32:40.765335+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.09318094716441762,0.025380710659898477,0.12688653334932143,"bias=+2.0,spread=1.00",0.008682688914457988,0.0006441804736014841,0.016100192345408458
63087,KXHIGHCHI-26MAY15-T71,2026-05-15 22:32:41.395963+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.016179408166878264,0.38071065989847713,0.1437674890108932,"bias=+2.0,spread=1.00",0.00026177324863044704,0.14494060656033392,0.020669090896497298
63088,KXHIGHCHI-26MAY15-B75.5,2026-05-15 22:32:41.968432+00:00,KMDW,2026-05-15,0,1,197,72.85905513240603,3.6284839874793415,0.593590391826675,0.17258883248730963,0.20692492382143268,"bias=+2.0,spread=1.00",0.1651687696155956,0.6846092401247134,0.6289680764556403
63089,KXHIGHCHI-26MAY15-B73.5,2026-05-15 22:32:42.609034+00:00,KMDW,2026-05-15,0,0,197,72.85905513240603,3.6284839874793415,0.01617940816687828,0.14720812182741116,0.21128971416507275,"bias=+2.0,spread=1.00",0.00026177324863044764,0.02167023113195393,0.04464334331195814
63091,KXHIGHNY-26MAY15-B69.5,2026-05-15 22:32:43.899888+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.1387050958064978,0.1065989847715736,0.18764532729428451,"bias=+2.0,spread=1.00",0.01923910360268974,0.01136334355433018,0.03521076885537916
63093,KXHIGHNY-26MAY15-B67.5,2026-05-15 22:32:45.195437+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.27298615492327355,0.233502538071066,0.25617452315693756,"bias=+2.0,spread=1.00",0.0745214407797935,0.054523435285629626,0.06562538631468434
63095,KXHIGHMIA-26MAY15-B87.5,2026-05-15 22:37:47.294125+00:00,KMIA,2026-05-15,0,0,197,85.71851437331456,2.4356554351377815,0.0328926071816604,0.3401015228426396,0.31660552292696537,"bias=+2.0,spread=1.00",0.0010819236072070173,0.11566904583988251,0.10023905714785719
63096,KXHIGHNY-26MAY15-T65,2026-05-15 22:37:47.950639+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.05458783470282001,0.4365482233502538,0.20173892840011787,"bias=+2.0,spread=1.00",0.0029798316975424006,0.19057435131026307,0.04069859523202788
63097,KXHIGHNY-26MAY15-B65.5,2026-05-15 22:37:48.510918+00:00,KNYC,2026-05-15,0,1,197,65.5251016157896,3.0225315063569544,0.4802099803017885,0.19289340101522842,0.22930026312104768,"bias=+2.0,spread=1.00",0.2701816645778671,0.6514210621247648,0.5939780844252863
63105,KXHIGHNY-26MAY15-B71.5,2026-05-15 22:37:53.610485+00:00,KNYC,2026-05-15,0,0,197,65.5251016157896,3.0225315063569544,0.086836343688667,0.030456852791878174,0.09009853250497057,"bias=+2.0,spread=1.00",0.0075405505852162965,0.0009276198819861373,0.00811774555954924
