fill_id,ticker,station,valid_date,side,ts,price,contracts,fees,settled,net_pnl,fair_prob,edge,size_usd,snapshot_age_sec,book_ask,book_bid,book_ask_size,ask_minus_fill,top_book_covers_fill,m2m_15m,m2m_30m,m2m_60m,age_nbm_min,age_hrrr_min,age_gfs_min,age_ecmwf_min
193,KXHIGHMIA-26MAY16-B86.5,KMIA,2026-05-16,YES,2026-05-16 00:21:56.375258+00:00,0.13,144,1.15,False,,0.3098683680629609,0.17189451185381058,18.844149692089054,95.827725,0.13,0.12,,0.0,,-0.020000000000000004,-0.020000000000000004,-0.06,134.59525761666666,17.376377233333333,141.33870573333334,141.27610678333335
192,KXHIGHMIA-26MAY16-B84.5,KMIA,2026-05-16,YES,2026-05-16 00:21:51.920243+00:00,0.020000000000000018,935,1.29,False,,0.2504414188779326,0.22906003749655118,18.707865168539325,91.37271,0.02,0.01,,-1.734723475976807e-17,,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,134.52100736666668,17.302126983333334,141.26445548333334,141.20185653333334
191,KXHIGHMIA-26MAY16-T84,KMIA,2026-05-16,YES,2026-05-16 00:21:51.307740+00:00,0.010000000000000009,1869,1.3,False,,0.19683839059478767,0.18614304292095074,18.699719363891486,90.760207,0.01,0.0,,-8.673617379884035e-18,,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,134.51079898333333,17.2919186,141.2542471,141.19164815
190,KXHIGHMIA-26MAY16-B88.5,KMIA,2026-05-16,NO,2026-05-16 00:21:47.665197+00:00,0.5900000000000001,32,0.55,False,,0.15267914741817706,0.24035115561212594,19.44083874188717,87.117664,0.59,0.57,,-1.1102230246251565e-16,,-0.030000000000000027,-0.030000000000000027,-0.02000000000000013,134.45008993333335,17.23120955,141.19353805,141.1309391
189,KXHIGHMIA-26MAY16-B90.5,KMIA,2026-05-16,NO,2026-05-16 00:21:45.755008+00:00,0.6799999999999999,28,0.43,False,,0.1332970645521253,0.1711856940685644,19.55379276152702,85.207475,0.68,0.67,,1.1102230246251565e-16,,-0.009999999999999898,-0.009999999999999898,-0.029999999999999916,134.41825345,17.199373066666666,141.16170156666666,141.09910261666667
188,KXHIGHNY-26MAY15-T65,KNYC,2026-05-15,NO,2026-05-15 21:10:35.291772+00:00,0.65,30,0.48,False,,0.27485706862795417,0.05914293137204589,19.51951951951952,93.658205,0.79,0.77,,0.14,,0.33999999999999997,0.33999999999999997,0.33999999999999997,64.44708136666667,6.290937416666667,154.65381415,160.23175498333333
187,KXHIGHNY-26MAY15-B67.5,KNYC,2026-05-15,YES,2026-05-15 20:32:25.549489+00:00,0.08999999999999997,69,0.4,False,,0.11982954688646516,0.024005371062289366,6.233944884096558,2.00434,0.09,0.07,,2.7755575615628914e-17,,2.7755575615628914e-17,-0.039999999999999966,-0.039999999999999966,26.284709983333332,28.147611216666668,116.49144276666667,122.0693836
186,KXHIGHNY-26MAY16-B82.5,KNYC,2026-05-16,YES,2026-05-15 19:37:57.917327+00:00,0.07999999999999996,26,0.14,False,,0.1186044298710162,0.03341359017635975,2.143728305215309,148.64087,0.09,0.07,,0.010000000000000037,,4.163336342344337e-17,0.010000000000000037,0.010000000000000037,332.18992231666664,33.715065683333336,62.03090673333333,67.60884756666667
185,KXHIGHNY-26MAY16-B76.5,KNYC,2026-05-16,YES,2026-05-15 19:32:33.419797+00:00,0.18999999999999995,16,0.18,False,,0.24237174565908157,0.041548216247316916,3.0741759266849424,135.55624,0.19,0.15,,5.551115123125783e-17,,0.020000000000000046,0.020000000000000046,0.020000000000000046,326.78163015,28.306773516666667,56.62261456666667,62.2005554
184,KXHIGHNY-26MAY15-B65.5,KNYC,2026-05-15,YES,2026-05-15 19:05:21.146769+00:00,0.4,16,0.27,False,,0.44839938534059226,0.03139938534059229,6.457829004156995,77.68505,0.36,0.33,,-0.040000000000000036,,0.03999999999999998,0.019999999999999962,0.2899999999999999,299.57707968333335,1.10222305,29.4180641,34.99600493333333
183,KXHIGHNY-26MAY15-T72,KNYC,2026-05-15,YES,2026-05-15 18:51:09.561135+00:00,0.010000000000000009,1037,0.72,False,,0.05458783470282001,0.04389450136948667,10.373040845761656,167.851586,0.01,0.0,,-8.673617379884035e-18,,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,285.38398578333334,46.969752666666665,15.2249702,20.802911033333334
182,KXHIGHNY-26MAY15-B65.5,KNYC,2026-05-15,NO,2026-05-15 18:51:08.293572+00:00,0.56,34,0.59,False,,0.32801928784458595,0.09455214072684248,19.396338446313706,166.584023,0.65,0.64,,0.08999999999999997,,0.08999999999999997,-0.020000000000000018,-0.31000000000000005,285.3628597333333,46.948626616666665,15.20384415,20.781784983333335
181,KXHIGHNY-26MAY15-B71.5,KNYC,2026-05-15,YES,2026-05-15 18:51:07.058825+00:00,0.010000000000000009,1037,0.72,False,,0.05458783470282002,0.04389450136948669,10.37304084576166,165.349276,0.01,0.0,,-8.673617379884035e-18,,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,285.34228061666664,46.9280475,15.183265033333333,20.761205866666668
180,KXHIGHNY-26MAY15-B69.5,KNYC,2026-05-15,YES,2026-05-15 18:51:06.428886+00:00,0.040000000000000036,123,0.34,False,,0.0629465007923794,0.02019482294003037,4.934717234376444,164.719337,0.04,0.03,,-3.469446951953614e-17,,-3.469446951953614e-17,-0.010000000000000037,-0.020000000000000035,285.3317816333333,46.91754851666666,15.17276605,20.750706883333333
179,KXHIGHNY-26MAY16-B80.5,KNYC,2026-05-16,NO,2026-05-15 18:51:05.722363+00:00,0.73,6,0.09,False,,0.20578968629613234,0.05013623962979358,4.905425584868094,164.012814,0.73,0.68,,0.0,,-0.04999999999999993,-0.030000000000000027,-0.030000000000000027,285.32000625,46.905773133333334,15.160990666666667,20.7389315
178,KXHIGHNY-26MAY16-B78.5,KNYC,2026-05-16,NO,2026-05-15 18:51:05.091583+00:00,0.6599999999999999,7,0.11,False,,0.2800308115103102,0.043969188489689906,4.881656804733728,163.382034,0.66,0.65,,1.1102230246251565e-16,,1.1102230246251565e-16,0.02000000000000013,0.02000000000000013,285.30949325,46.89526013333333,15.150477666666667,20.7284185
177,KXHIGHNY-26MAY16-T76,KNYC,2026-05-16,YES,2026-05-15 18:51:03.877830+00:00,0.050000000000000044,93,0.31,False,,0.20344922228230267,0.1501158889489693,4.6875,162.168281,0.05,0.04,,-4.163336342344337e-17,,-0.010000000000000044,-4.163336342344337e-17,-0.020000000000000046,285.2892640333333,46.87503091666667,15.13024845,20.708189283333333
176,KXHIGHNY-26MAY16-T83,KNYC,2026-05-16,YES,2026-05-15 18:51:02.592438+00:00,0.050000000000000044,70,0.24,False,,0.11030697411620942,0.056963125535767725,3.525065781297891,160.882889,0.05,0.03,,-4.163336342344337e-17,,-0.020000000000000046,-0.020000000000000046,-0.010000000000000044,285.2678408333333,46.853607716666666,15.10882525,20.686766083333332
175,KXHIGHNY-26MAY15-T65,KNYC,2026-05-15,YES,2026-05-15 12:14:13.811360+00:00,0.020000000000000018,935,1.29,False,,0.3785821338013826,0.3572007524200012,18.707865168539325,308.303939,0.02,0.01,,-1.734723475976807e-17,,-0.010000000000000018,-0.010000000000000018,0.009999999999999981,249.4220712,10.366298,349.84273556666665,358.77209065
174,KXHIGHNY-26MAY15-B67.5,KNYC,2026-05-15,NO,2026-05-15 12:09:04.367565+00:00,0.39,24,0.4,False,,0.1289981660141302,0.46433516731920316,9.59016393442623,312.465871,0.4,0.39,,0.010000000000000009,,-0.040000000000000036,0.010000000000000009,0.04999999999999999,244.26467461666667,5.2089014166666665,344.68533898333334,353.6146940666667
173,KXHIGHNY-26MAY14-B65.5,KNYC,2026-05-14,NO,2026-05-14 19:55:39.105011+00:00,0.10999999999999999,85,0.59,True,-9.94,0.418988499319963,0.46410542333197063,9.409262759924387,303.547381,0.19,0.12,,0.08000000000000002,,-0.029999999999999985,-0.03999999999999998,-0.04999999999999999,351.5698024,53.08273533333333,101.6437232,111.22438983333333
172,KXHIGHMIA-26MAY12-B91.5,KMIA,2026-05-12,NO,2026-05-12 18:35:53.890234+00:00,0.030000000000000027,312,0.64,True,-10.000000000000009,0.5857825856075145,0.3821753723504434,9.362699156513589,6.768686,0.02,0.01,,-0.010000000000000026,,-0.030000000000000027,-0.030000000000000027,-0.030000000000000027,274.5796387,35.813927033333336,14.723537883333334,15.223868333333334
171,KXHIGHNY-26MAY12-T66,KNYC,2026-05-12,YES,2026-05-12 14:03:12.180360+00:00,0.22999999999999998,82,1.02,True,-19.88,0.5866952466219341,0.3442533861568178,18.973621103117505,308.146337,0.23,0.2,,2.7755575615628914e-17,,2.7755575615628914e-17,-0.01999999999999999,0.020000000000000018,1.8844741333333332,3.0364253,110.60675135,109.53636495
170,KXHIGHMIA-26MAY11-B90.5,KMIA,2026-05-11,NO,2026-05-11 14:01:56.470723+00:00,0.30000000000000004,31,0.46,True,-9.760000000000002,0.3226396442915954,0.3625118708599197,9.528392685274303,142.806695,0.3,0.29,,-5.551115123125783e-17,,0.03999999999999998,-0.010000000000000064,0.04999999999999993,2.85774465,3.9300042166666667,79.47511455,77.5998072
169,KXHIGHMIA-26MAY10-B88.5,KMIA,2026-05-10,YES,2026-05-10 15:05:36.870894+00:00,0.040000000000000036,468,1.26,True,-19.980000000000018,0.49496017860022384,0.45225476777858054,18.732989206945096,44.83446,0.04,0.03,,-3.469446951953614e-17,,-0.020000000000000035,-0.040000000000000036,-0.040000000000000036,69.67214821666667,10.532884833333334,2302.6277464333334,
168,KXHIGHNY-26MAY11-B66.5,KNYC,2026-05-11,NO,2026-05-10 14:22:23.979039+00:00,0.75,6,0.08,True,1.42,0.15419069907023786,0.08234776246822369,4.9118387909319905,178.829673,0.85,0.73,,0.09999999999999998,,0.020000000000000018,0.020000000000000018,0.020000000000000018,26.457283966666665,27.53054798333333,2259.4128821833333,
167,KXHIGHNY-26MAY11-B68.5,KNYC,2026-05-11,NO,2026-05-10 14:22:23.653302+00:00,0.77,6,0.08,True,1.2999999999999998,0.08630464357831615,0.13129535642168386,4.920756646216769,178.503936,0.88,0.79,,0.10999999999999999,,0.09999999999999998,0.09999999999999998,0.10999999999999999,26.451855016666666,27.525119033333333,2259.4074532333334,
166,KXHIGHNY-26MAY11-B62.5,KNYC,2026-05-11,YES,2026-05-10 14:22:22.745420+00:00,0.12,39,0.29,True,-4.97,0.21618043527363984,0.08877079671942296,4.709219858156029,177.596054,0.26,0.11,,0.14,,0.03,0.05000000000000002,0.06,26.43672365,27.509987666666667,2259.392321866667,
165,KXHIGHNY-26MAY11-B64.5,KNYC,2026-05-11,NO,2026-05-10 14:11:29.838310+00:00,0.74,6,0.09,True,1.47,0.18887728900573442,0.05741900729056189,4.90909090909091,425.094671,0.85,0.48,,0.10999999999999999,,-0.06999999999999995,-0.050000000000000044,-0.050000000000000044,15.554938483333334,16.6282025,2248.5105367,
164,KXHIGHNY-26MAY11-T62,KNYC,2026-05-11,YES,2026-05-10 14:06:11.433406+00:00,0.43999999999999995,5,0.09,True,2.7100000000000004,0.5461383011960621,0.08880496786272879,2.405247813411079,106.689767,0.47,0.07,,0.030000000000000027,,-0.35999999999999993,-0.35999999999999993,-0.35999999999999993,10.248190083333334,11.3214541,2243.2037883,
163,KXHIGHNY-26MAY11-T69,KNYC,2026-05-11,YES,2026-05-10 14:06:10.285193+00:00,0.050000000000000044,35,0.12,True,-1.8700000000000014,0.08214483777885163,0.028772056713762834,1.7795988179097249,105.541554,0.05,0.03,,-4.163336342344337e-17,,-0.010000000000000044,-0.010000000000000044,-0.010000000000000044,10.2290532,11.302317216666667,2243.184651416667,
162,KXHIGHNY-26MAY10-B74.5,KNYC,2026-05-10,YES,2026-05-10 12:52:09.051598+00:00,0.30000000000000004,20,0.3,True,-6.300000000000001,0.35049150668226936,0.03565817334893598,6.198882804847277,185.172899,0.35,0.34,,0.04999999999999993,,0.04999999999999993,0.04999999999999993,-0.010000000000000064,297.4262329333333,57.87037295,2169.1640915,
161,KXHIGHMIA-26MAY10-B90.5,KMIA,2026-05-10,NO,2026-05-10 11:01:55.052626+00:00,0.4,23,0.39,True,-9.590000000000002,0.12560971510945348,0.45739028489054645,9.592326139088728,941.859258,0.42,0.41,,0.019999999999999962,,-0.040000000000000036,-0.050000000000000044,-0.06,187.19291673333333,7.8349120333333335,2058.9307753,
160,KXHIGHNY-26MAY10-B72.5,KNYC,2026-05-10,YES,2026-05-10 07:57:12.034666+00:00,0.26,4,0.06,True,2.9,0.2802298960648237,0.006383742218669827,1.043334130881143,781.645941,0.26,0.25,,0.0,,-0.020000000000000018,-0.020000000000000018,0.010000000000000009,2.4759507333333333,3.3152797166666668,1874.2138093,
159,KXHIGHNY-26MAY10-B76.5,KNYC,2026-05-10,YES,2026-05-10 05:28:17.784762+00:00,0.28,5,0.08,True,-1.4800000000000002,0.3027019350092094,0.008416220723495075,1.4183619492938648,102.031731,0.28,0.27,,0.0,,-0.10000000000000003,-0.10000000000000003,-0.10000000000000003,34.08798541666667,35.42715811666667,1725.3096442333333,
158,KXHIGHNY-26MAY10-T79,KNYC,2026-05-10,YES,2026-05-10 01:08:34.782023+00:00,0.030000000000000027,34,0.07,True,-1.090000000000001,0.04916617418099878,0.017093003449291433,1.0323696495210704,836.057699,0.03,0.02,,-2.7755575615628914e-17,,-0.010000000000000026,-0.010000000000000026,-0.010000000000000026,314.36736268333334,15.812269766666667,1465.5929319166667,
157,KXHIGHNY-26MAY10-B72.5,KNYC,2026-05-10,NO,2026-05-10 00:47:56.059836+00:00,0.78,6,0.08,True,-4.76,0.191273064563107,0.016326935436892974,4.838463613313309,498.638025,0.78,0.76,,0.0,,-0.020000000000000018,-0.020000000000000018,-0.010000000000000009,293.7219929,55.13960281666667,1444.9475621333333,
156,KXHIGHNY-26MAY10-B74.5,KNYC,2026-05-10,NO,2026-05-10 00:27:31.451105+00:00,0.62,7,0.12,True,2.54,0.19290878342586526,0.17052871657413474,4.869906725576828,175.153251,0.62,0.61,,0.0,,-0.020000000000000018,-0.020000000000000018,-0.040000000000000036,273.3118473833333,34.7294573,1424.5374166166666,
155,KXHIGHNY-26MAY10-B78.5,KNYC,2026-05-10,YES,2026-05-10 00:27:31.109126+00:00,0.050000000000000044,93,0.31,True,-4.9600000000000035,0.15104020935482831,0.09770687602149494,4.6875,174.811272,0.04,0.03,,-0.010000000000000044,,-0.020000000000000046,-0.020000000000000046,-0.020000000000000046,273.3061477333333,34.72375765,1424.5317169666666,
154,KXHIGHNY-26MAY10-T72,KNYC,2026-05-10,YES,2026-05-10 00:27:30.570633+00:00,0.050000000000000044,93,0.31,True,-4.9600000000000035,0.23900772830985026,0.18567439497651686,4.6875,174.272779,0.05,0.04,,-4.163336342344337e-17,,-0.010000000000000044,-0.010000000000000044,-0.010000000000000044,273.29717285,34.714782766666666,1424.5227420833332,
153,KXHIGHNY-26MAY10-B76.5,KNYC,2026-05-10,NO,2026-05-10 00:27:30.240999+00:00,0.7,6,0.09,True,1.7100000000000002,0.1755806962077524,0.10941930379224762,4.895104895104895,173.943145,0.7,0.69,,0.0,,-0.010000000000000009,-0.019999999999999907,-0.010000000000000009,273.29167895,34.70928886666667,1424.5172481833333,
152,KXHIGHCHI-26MAY07-T65,KMDW,2026-05-07,YES,2026-05-07 23:13:15.618520+00:00,0.010000000000000009,1027,0.72,True,-10.990000000000009,0.050685889894399705,0.03998481881358178,10.274214619797904,601.780713,0.01,0.0,,-8.673617379884035e-18,,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,11.21534535,46.41031361666667,293.19042805,
151,KXHIGHCHI-26MAY07-B64.5,KMDW,2026-05-07,YES,2026-05-07 23:13:12.030268+00:00,0.010000000000000009,1316,0.92,True,-14.08000000000001,0.06211763256264946,0.051418544416752796,13.161018323901375,598.192461,0.01,0.0,,-8.673617379884035e-18,,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,11.15554115,46.35050941666667,293.13062385,
150,KXHIGHCHI-26MAY08-B69.5,KMDW,2026-05-08,NO,2026-05-07 23:13:09.315481+00:00,0.92,21,0.11,True,1.5699999999999992,0.05518236961804435,0.019579535143860377,20.0,595.477674,0.92,0.9,,0.0,,-0.020000000000000018,-0.020000000000000018,-0.030000000000000027,11.1102947,46.30526296666667,293.0853774,
149,KXHIGHMIA-26MAY08-B88.5,KMIA,2026-05-08,YES,2026-05-07 22:11:49.681045+00:00,0.06000000000000005,333,3.33,True,-23.310000000000016,0.17795574433284653,0.10795574433284648,20.0,309.029559,0.06,0.05,,-5.551115123125783e-17,,-0.020000000000000052,-0.04000000000000005,-0.030000000000000054,231.77042203333335,854.9814927,231.7581368,
148,KXHIGHMIA-26MAY08-B92.5,KMIA,2026-05-08,NO,2026-05-07 22:11:49.302271+00:00,0.55,36,0.72,True,-20.52,0.34958372648271624,0.08041627351728374,20.0,308.650785,0.55,0.54,,0.0,,0.010000000000000009,-0.020000000000000018,0.019999999999999907,231.76410913333333,854.9751798,231.7518239,
147,KXHIGHMIA-26MAY08-B90.5,KMIA,2026-05-08,NO,2026-05-07 22:11:48.935691+00:00,0.6599999999999999,30,0.6,True,9.600000000000003,0.2690048965116585,0.05099510348834159,20.0,308.284205,0.66,0.65,,1.1102230246251565e-16,,1.1102230246251565e-16,-0.019999999999999907,0.01000000000000012,231.75799946666666,854.9690701333334,231.74571423333333,
146,KXHIGHCHI-26MAY08-B69.5,KMDW,2026-05-08,YES,2026-05-07 22:11:46.622328+00:00,0.12,75,0.75,True,-9.75,0.15177476693488257,0.021774766934882554,9.026922424682546,305.970842,0.12,0.09,,0.0,,-0.03,-0.039999999999999994,-0.03,231.71944341666668,854.9305140833334,231.70715818333332,
145,KXHIGHCHI-26MAY08-B63.5,KMDW,2026-05-08,YES,2026-05-07 22:11:46.280709+00:00,0.12,114,1.1400000000000001,True,-14.82,0.1683747361165827,0.0383747361165827,13.74282276039282,305.629223,0.12,0.11,,0.0,,-0.039999999999999994,-0.04999999999999999,-0.039999999999999994,231.71374976666667,854.9248204333334,231.70146453333334,
144,KXHIGHCHI-26MAY08-B67.5,KMDW,2026-05-08,NO,2026-05-07 22:11:45.912943+00:00,0.6,33,0.66,True,12.540000000000001,0.2004929497281882,0.17950705027181182,20.0,305.261457,0.62,0.59,,0.020000000000000018,,-0.05999999999999994,-0.07999999999999996,-0.10999999999999999,231.70762033333332,854.918691,231.6953351,
143,KXHIGHCHI-26MAY08-T63,KMDW,2026-05-08,YES,2026-05-07 22:11:45.561273+00:00,0.06000000000000005,333,3.33,True,-23.310000000000016,0.22216496565176908,0.152164965651769,20.0,304.909787,0.06,0.04,,-5.551115123125783e-17,,-0.01000000000000005,-0.020000000000000052,-0.020000000000000052,231.70175916666668,854.9128298333334,231.68947393333335,
142,KXHIGHNY-26MAY08-T64,KNYC,2026-05-08,YES,2026-05-07 22:11:42.401603+00:00,0.43999999999999995,42,0.84,True,22.680000000000003,0.48184709136252724,0.02184709136252729,18.681737215413953,301.750117,0.44,0.41,,5.551115123125783e-17,,-0.019999999999999962,-0.09999999999999992,-0.09999999999999992,231.649098,854.8601686666667,231.63681276666668,
141,KXHIGHNY-26MAY08-B64.5,KNYC,2026-05-08,NO,2026-05-07 22:11:42.124591+00:00,0.61,32,0.64,True,11.84,0.2303901087050939,0.1396098912949061,20.0,301.473105,0.6,0.59,,-0.010000000000000009,,-0.010000000000000009,-0.14999999999999997,-0.13,231.64448113333333,854.8555518,231.6321959,
140,KXHIGHCHI-26MAY08-B65.5,KMDW,2026-05-08,NO,2026-05-07 22:11:40.722455+00:00,0.72,27,0.54,True,-19.979999999999997,0.20069489806077184,0.059305101939228125,20.0,300.070969,0.72,0.7,,0.0,,-0.010000000000000009,-0.010000000000000009,-0.020000000000000018,231.6211122,854.8321828666667,231.60882696666667,
139,KXHIGHNY-26MAY07-B64.5,KNYC,2026-05-07,NO,2026-05-07 16:04:50.431848+00:00,0.32999999999999996,60,1.2,True,-20.999999999999996,0.17594837870662683,0.4740516212933732,20.0,4795.347133,0.36,0.33,,0.030000000000000027,,-0.17999999999999997,-0.17999999999999997,-0.17999999999999997,1178.1469606,487.9940060833333,164.49759633333332,
138,KXHIGHMIA-26MAY07-B87.5,KMIA,2026-05-07,YES,2026-05-06 21:41:48.116000+00:00,0.06999999999999995,285,2.85,True,-22.799999999999986,0.15144453878160258,0.07144453878160263,20.0,622.668363,0.07,0.06,,5.551115123125783e-17,,-0.02999999999999995,-0.02999999999999995,-0.02999999999999995,75.10836313333333,23.86509828333333,173.07561881666666,
137,KXHIGHMIA-26MAY07-B89.5,KMIA,2026-05-07,YES,2026-05-06 20:44:58.747183+00:00,0.18999999999999995,105,2.1,True,-22.049999999999997,0.27037996649033336,0.060379966490333406,20.0,196.995291,0.19,0.18,,5.551115123125783e-17,,0.04000000000000006,0.04000000000000006,5.551115123125783e-17,18.285549516666666,32.8263018,116.2528052,
136,KXHIGHMIA-26MAY07-B91.5,KMIA,2026-05-07,NO,2026-05-06 20:44:58.416245+00:00,0.43000000000000005,46,0.92,True,-20.700000000000003,0.24731600929108877,0.30268399070891117,20.0,196.664353,0.43,0.42,,-5.551115123125783e-17,,-0.010000000000000064,-0.010000000000000064,0.019999999999999962,18.280033883333335,32.820786166666664,116.24728956666667,
135,KXHIGHMIA-26MAY07-B93.5,KMIA,2026-05-07,YES,2026-05-06 20:44:57.727537+00:00,0.16000000000000003,124,1.24,True,-21.080000000000002,0.23698075203351476,0.06698075203351474,20.0,195.975645,0.15,0.14,,-0.010000000000000037,,0.009999999999999981,0.009999999999999981,0.02999999999999997,18.26855541666667,32.8093077,116.2358111,
134,KXHIGHCHI-26MAY07-B64.5,KMDW,2026-05-07,NO,2026-05-06 20:44:55.098158+00:00,0.9299999999999999,21,0.21,True,1.2600000000000013,0.027235946632474972,0.03276405336752509,20.0,193.346266,0.93,0.92,,1.1102230246251565e-16,,1.1102230246251565e-16,1.1102230246251565e-16,-0.009999999999999898,18.224732433333333,32.76548471666667,116.19198811666666,
133,KXHIGHCHI-26MAY07-B62.5,KMDW,2026-05-07,YES,2026-05-06 20:44:54.760850+00:00,0.08999999999999997,222,2.22,True,-22.199999999999992,0.16965677469417562,0.06965677469417565,20.0,193.008958,0.08,0.07,,-0.009999999999999967,,-0.009999999999999967,-0.009999999999999967,-0.039999999999999966,18.219110633333333,32.75986291666667,116.18636631666666,
132,KXHIGHCHI-26MAY07-B58.5,KMDW,2026-05-07,NO,2026-05-06 20:44:54.446132+00:00,0.72,27,0.54,True,7.0200000000000005,0.219031884688213,0.040968115311787026,20.0,192.69424,0.72,0.71,,0.0,,-0.010000000000000009,-0.010000000000000009,-0.039999999999999925,18.213865333333334,32.754617616666664,116.18112101666667,
131,KXHIGHCHI-26MAY07-B60.5,KMDW,2026-05-07,NO,2026-05-06 20:44:53.856396+00:00,0.62,32,0.64,True,-20.48,0.22530531600534287,0.13469468399465714,20.0,192.104504,0.61,0.59,,-0.010000000000000009,,-0.040000000000000036,-0.040000000000000036,-0.050000000000000044,18.2040364,32.74478868333333,116.17129208333333,
130,KXHIGHCHI-26MAY07-T58,KMDW,2026-05-07,YES,2026-05-06 20:44:53.533282+00:00,0.13,153,1.53,True,-21.42,0.3365464655330205,0.19654646553302046,20.0,191.78139,0.14,0.13,,0.010000000000000009,,-0.010000000000000009,-0.010000000000000009,0.0,18.198651166666668,32.73940345,116.16590685,
129,KXHIGHCHI-26MAY06-B57.5,KMDW,2026-05-06,NO,2026-05-06 20:13:06.730379+00:00,0.17000000000000004,117,1.17,True,-21.060000000000002,0.40190980075384053,0.4180901992461594,20.0,243.786417,0.17,0.11,,-2.7755575615628914e-17,,0.10999999999999999,-0.010000000000000037,-0.010000000000000037,342.7849353,0.9593550666666667,84.38585846666666,
